"original_name","processed_name"
"ユーエフティＥ配合顆粒Ｔ１５０","ゆーえふてぃｅ配合顆粒ｔ１５０"
"ユーエフティＥ配合顆粒Ｔ２００","ゆーえふてぃｅ配合顆粒ｔ２００"
"ユーシオン-Ｓ静注用０．７５ｇ","ゆーしおん-ｓ静注用０．７５ｇ"
"ユーシオン-Ｓ静注用１．５ｇ","ゆーしおん-ｓ静注用１．５ｇ"
"ユーシオン-Ｓ静注用３ｇ","ゆーしおん-ｓ静注用３ｇ"
"ユーゼル錠２５ｍｇ","ゆーぜる錠２５ｍｇ"
"ユーパスタ軟膏","ゆーぱすた軟膏"
"ユービット錠１００ｍｇ","ゆーびっと錠１００ｍｇ"
"ユーロジン散１％","ゆーろじん散１％"
"ユーロジン１ｍｇ錠","ゆーろじん１ｍｇ錠"
"ユーロジン２ｍｇ錠","ゆーろじん２ｍｇ錠"
"ヨウレチン散０．０２％","ようれちん散０．０２％"
"ヨウレチン錠","ようれちん錠"
"ヨウ化カリウム","よう化かりうむ"
"ヨウ化カリウム丸５０ｍｇ","よう化かりうむ丸５０ｍｇ"
"ヨウ化カリウム内服ゼリー１６．３ｍｇ","よう化かりうむ内服ぜりー１６．３ｍｇ"
"ヨウ化カリウム内服ゼリー３２．５ｍｇ","よう化かりうむ内服ぜりー３２．５ｍｇ"
"ヨウ化ナトリウムカプセル-１号","よう化なとりうむかぷせる-１号"
"ヨウ化ナトリウムカプセル-３号","よう化なとりうむかぷせる-３号"
"ヨウ化ナトリウムカプセル-３０号","よう化なとりうむかぷせる-３０号"
"ヨウ化ナトリウムカプセル-５号","よう化なとりうむかぷせる-５号"
"ヨウ化ナトリウムカプセル-５０号","よう化なとりうむかぷせる-５０号"
"ヨウ素","よう素"
"ヨクイニンエキス散","よくいにんえきす散"
"ヨクイニンエキス錠","よくいにんえきす錠"
"ヨクイニンダイコーＭ","よくいにんだいこーｍ"
"ヨクイニン末鈴","よくいにん末鈴"
"ヨンデリス点滴静注用０．２５ｍｇ","よんでりす点滴静注用０．２５ｍｇ"
"ヨンデリス点滴静注用１ｍｇ","よんでりす点滴静注用１ｍｇ"
"ヨーグリ","よーぐり"
"ヨーデルＳ糖衣錠-８０","よーでるｓ糖衣錠-８０"
"ヨードカプセル-１２３","よーどかぷせる-１２３"
"ヨードグリコールパスタ","よーどぐりこーるぱすた"
"ヨードコート軟膏０．９％","よーどこーと軟膏０．９％"
"ヨードチンキ","よーどちんき"
"ヨードチンキ（Ｍ）","よーどちんき（ｍ）"
"ヨードホルム","よーどほるむ"
"ライアットＭＩＢＧ-Ｉ１３１静注","らいあっとｍｉｂｇ-ｉ１３１静注"
"ライザケア輸液","らいざけあ輸液"
"ライゾデグ配合注　フレックスタッチ","らいぞでぐ配合注　ふれっくすたっち"
"ライトゲン配合シロップ","らいとげん配合しろっぷ"
"ラエンネック","らえんねっく"
"ラキソベロン内用液０．７５％","らきそべろん内用液０．７５％"
"ラキソベロン錠２．５ｍｇ","らきそべろん錠２．５ｍｇ"
"ラクツロースシロップ６５％","らくつろーすしろっぷ６５％"
"ラクツロース・シロップ６０％","らくつろーす・しろっぷ６０％"
"ラクツロース・シロップ６０％分包１０ｍＬ","らくつろーす・しろっぷ６０％分包１０ｍｌ"
"ラクツロース・シロップ６０％分包１５ｍＬ","らくつろーす・しろっぷ６０％分包１５ｍｌ"
"ラクティオンパップ７０ｍｇ","らくてぃおんぱっぷ７０ｍｇ"
"ラクテック注","らくてっく注"
"ラクテックＤ輸液","らくてっくｄ輸液"
"ラクテックＧ輸液","らくてっくｇ輸液"
"ラクトミン散","らくとみん散"
"ラクトミン末","らくとみん末"
"ラクトリンゲル液″フソー″","らくとりんげる液″ふそー″"
"ラクトリンゲルＭ注","らくとりんげるｍ注"
"ラクトリンゲルＳ注","らくとりんげるｓ注"
"ラクリミン点眼液０．０５％","らくりみん点眼液０．０５％"
"ラクール冷シップ","らくーる冷しっぷ"
"ラクール温シップ","らくーる温しっぷ"
"ラグノスＮＦ経口ゼリー分包１２ｇ","らぐのすｎｆ経口ぜりー分包１２ｇ"
"ラゲブリオカプセル２００ｍｇ","らげぶりおかぷせる２００ｍｇ"
"ラコールＮＦ配合経腸用半固形剤","らこーるｎｆ配合経腸用半固形剤"
"ラコールＮＦ配合経腸用液","らこーるｎｆ配合経腸用液"
"ラシックス注１００ｍｇ","らしっくす注１００ｍｇ"
"ラシックス注２０ｍｇ","らしっくす注２０ｍｇ"
"ラシックス錠１０ｍｇ","らしっくす錠１０ｍｇ"
"ラシックス錠２０ｍｇ","らしっくす錠２０ｍｇ"
"ラシックス錠４０ｍｇ","らしっくす錠４０ｍｇ"
"ラジカット内用懸濁液２．１％","らじかっと内用懸濁液２．１％"
"ラジカット注３０ｍｇ","らじかっと注３０ｍｇ"
"ラジカット点滴静注バッグ３０ｍｇ","らじかっと点滴静注ばっぐ３０ｍｇ"
"ラジレス錠１５０ｍｇ","らじれす錠１５０ｍｇ"
"ラステット注１００ｍｇ／５ｍＬ","らすてっと注１００ｍｇ／５ｍｌ"
"ラステットＳカプセル２５ｍｇ","らすてっとｓかぷせる２５ｍｇ"
"ラステットＳカプセル５０ｍｇ","らすてっとｓかぷせる５０ｍｇ"
"ラスノンメディカル液","らすのんめでぃかる液"
"ラスビック点滴静注キット１５０ｍｇ","らすびっく点滴静注きっと１５０ｍｇ"
"ラスビック錠７５ｍｇ","らすびっく錠７５ｍｇ"
"ラスリテック点滴静注用１．５ｍｇ","らすりてっく点滴静注用１．５ｍｇ"
"ラスリテック点滴静注用７．５ｍｇ","らすりてっく点滴静注用７．５ｍｇ"
"ラタチモ配合点眼液","らたちも配合点眼液"
"ラタノプロスト点眼液０．００５％","らたのぷろすと点眼液０．００５％"
"ラタノプロストＰＦ点眼液０．００５％","らたのぷろすとｐｆ点眼液０．００５％"
"ラックビー微粒Ｎ","らっくびー微粒ｎ"
"ラックビー錠","らっくびー錠"
"ラックビーＲ散","らっくびーｒ散"
"ラツーダ錠２０ｍｇ","らつーだ錠２０ｍｇ"
"ラツーダ錠４０ｍｇ","らつーだ錠４０ｍｇ"
"ラツーダ錠６０ｍｇ","らつーだ錠６０ｍｇ"
"ラツーダ錠８０ｍｇ","らつーだ錠８０ｍｇ"
"ラディオガルダーゼカプセル５００ｍｇ","らでぃおがるだーぜかぷせる５００ｍｇ"
"ラニビズマブＢＳ硝子体内注射用キット１０ｍｇ／ｍＬ","らにびずまぶｂｓ硝子体内注射用きっと１０ｍｇ／ｍｌ"
"ラニラピッド錠０．０５ｍｇ","らにらぴっど錠０．０５ｍｇ"
"ラノコナゾールクリーム１％","らのこなぞーるくりーむ１％"
"ラノコナゾール外用液１％","らのこなぞーる外用液１％"
"ラノコナゾール軟膏１％","らのこなぞーる軟膏１％"
"ラバミコム配合錠","らばみこむ配合錠"
"ラパリムスゲル０．２％","らぱりむすげる０．２％"
"ラパリムス錠１ｍｇ","らぱりむす錠１ｍｇ"
"ラパリムス顆粒０．２％","らぱりむす顆粒０．２％"
"ラビネット消毒液０．２％","らびねっと消毒液０．２％"
"ラビピュール筋注用","らびぴゅーる筋注用"
"ラピアクタ点滴静注液バイアル１５０ｍｇ","らぴあくた点滴静注液ばいある１５０ｍｇ"
"ラピアクタ点滴静注液バッグ３００ｍｇ","らぴあくた点滴静注液ばっぐ３００ｍｇ"
"ラピフォートワイプ２．５％","らぴふぉーとわいぷ２．５％"
"ラフェンタテープ１．３８ｍｇ","らふぇんたてーぷ１．３８ｍｇ"
"ラフェンタテープ１１ｍｇ","らふぇんたてーぷ１１ｍｇ"
"ラフェンタテープ２．７５ｍｇ","らふぇんたてーぷ２．７５ｍｇ"
"ラフェンタテープ５．５ｍｇ","らふぇんたてーぷ５．５ｍｇ"
"ラフェンタテープ８．２５ｍｇ","らふぇんたてーぷ８．２５ｍｇ"
"ラフチジン錠１０ｍｇ","らふちじん錠１０ｍｇ"
"ラフチジン錠５ｍｇ","らふちじん錠５ｍｇ"
"ラベキュアパック４００","らべきゅあぱっく４００"
"ラベキュアパック８００","らべきゅあぱっく８００"
"ラベタロール塩酸塩錠１００ｍｇ","らべたろーる塩酸塩錠１００ｍｇ"
"ラベタロール塩酸塩錠５０ｍｇ","らべたろーる塩酸塩錠５０ｍｇ"
"ラベファインパック","らべふぁいんぱっく"
"ラベプラゾールナトリウム錠１０ｍｇ","らべぷらぞーるなとりうむ錠１０ｍｇ"
"ラベプラゾールナトリウム錠２０ｍｇ","らべぷらぞーるなとりうむ錠２０ｍｇ"
"ラベプラゾールナトリウム錠５ｍｇ","らべぷらぞーるなとりうむ錠５ｍｇ"
"ラベプラゾールＮａ塩錠１０ｍｇ","らべぷらぞーるｎａ塩錠１０ｍｇ"
"ラベプラゾールＮａ塩錠２０ｍｇ","らべぷらぞーるｎａ塩錠２０ｍｇ"
"ラベプラゾールＮａ塩錠５ｍｇ","らべぷらぞーるｎａ塩錠５ｍｇ"
"ラベプラゾールＮａ錠１０ｍｇ","らべぷらぞーるｎａ錠１０ｍｇ"
"ラベプラゾールＮａ錠２０ｍｇ","らべぷらぞーるｎａ錠２０ｍｇ"
"ラベプラゾールＮａ錠５ｍｇ","らべぷらぞーるｎａ錠５ｍｇ"
"ラベルフィーユ２１錠","らべるふぃーゆ２１錠"
"ラベルフィーユ２８錠","らべるふぃーゆ２８錠"
"ラボナール注射用０．３ｇ","らぼなーる注射用０．３ｇ"
"ラボナール注射用０．５ｇ","らぼなーる注射用０．５ｇ"
"ラボナ錠５０ｍｇ","らぼな錠５０ｍｇ"
"ラポテック消毒液５％","らぽてっく消毒液５％"
"ラマトロバン錠５０ｍｇ","らまとろばん錠５０ｍｇ"
"ラマトロバン錠７５ｍｇ","らまとろばん錠７５ｍｇ"
"ラミクタール錠小児用２ｍｇ","らみくたーる錠小児用２ｍｇ"
"ラミクタール錠小児用５ｍｇ","らみくたーる錠小児用５ｍｇ"
"ラミクタール錠１００ｍｇ","らみくたーる錠１００ｍｇ"
"ラミクタール錠２５ｍｇ","らみくたーる錠２５ｍｇ"
"ラミシールクリーム１％","らみしーるくりーむ１％"
"ラミシール外用スプレー１％","らみしーる外用すぷれー１％"
"ラミシール外用液１％","らみしーる外用液１％"
"ラミシール錠１２５ｍｇ","らみしーる錠１２５ｍｇ"
"ラメルテオン錠８ｍｇ","らめるておん錠８ｍｇ"
"ラモトリギン錠小児用２ｍｇ","らもとりぎん錠小児用２ｍｇ"
"ラモトリギン錠小児用５ｍｇ","らもとりぎん錠小児用５ｍｇ"
"ラモトリギン錠１００ｍｇ","らもとりぎん錠１００ｍｇ"
"ラモトリギン錠２５ｍｇ","らもとりぎん錠２５ｍｇ"
"ラリキシンドライシロップ小児用１０％","らりきしんどらいしろっぷ小児用１０％"
"ラリキシンドライシロップ小児用２０％","らりきしんどらいしろっぷ小児用２０％"
"ラリキシン錠２５０ｍｇ","らりきしん錠２５０ｍｇ"
"ラロキシフェン塩酸塩錠６０ｍｇ","らろきしふぇん塩酸塩錠６０ｍｇ"
"ランジオロール塩酸塩点滴静注用１５０ｍｇ","らんじおろーる塩酸塩点滴静注用１５０ｍｇ"
"ランジオロール塩酸塩点滴静注用５０ｍｇ","らんじおろーる塩酸塩点滴静注用５０ｍｇ"
"ランソプラゾールカプセル１５ｍｇ","らんそぷらぞーるかぷせる１５ｍｇ"
"ランソプラゾールカプセル３０ｍｇ","らんそぷらぞーるかぷせる３０ｍｇ"
"ランソプラゾールＯＤ錠１５ｍｇ","らんそぷらぞーるｏｄ錠１５ｍｇ"
"ランソプラゾールＯＤ錠３０ｍｇ","らんそぷらぞーるｏｄ錠３０ｍｇ"
"ランタス注カート","らんたす注かーと"
"ランタス注ソロスター","らんたす注そろすたー"
"ランタス注１００単位／ｍＬ","らんたす注１００単位／ｍｌ"
"ランタスＸＲ注ソロスター","らんたすｘｒ注そろすたー"
"ランダ注１０ｍｇ／２０ｍＬ","らんだ注１０ｍｇ／２０ｍｌ"
"ランダ注２５ｍｇ／５０ｍＬ","らんだ注２５ｍｇ／５０ｍｌ"
"ランダ注５０ｍｇ／１００ｍＬ","らんだ注５０ｍｇ／１００ｍｌ"
"ランツジールコーワ錠３０ｍｇ","らんつじーるこーわ錠３０ｍｇ"
"ランデル錠１０","らんでる錠１０"
"ランデル錠２０","らんでる錠２０"
"ランデル錠４０","らんでる錠４０"
"ランドセン細粒０．１％","らんどせん細粒０．１％"
"ランドセン細粒０．５％","らんどせん細粒０．５％"
"ランドセン錠０．５ｍｇ","らんどせん錠０．５ｍｇ"
"ランドセン錠１ｍｇ","らんどせん錠１ｍｇ"
"ランドセン錠２ｍｇ","らんどせん錠２ｍｇ"
"ランプレンカプセル５０ｍｇ","らんぷれんかぷせる５０ｍｇ"
"ランマーク皮下注１２０ｍｇ","らんまーく皮下注１２０ｍｇ"
"リアメット配合錠","りあめっと配合錠"
"リアルダ錠１２００ｍｇ","りあるだ錠１２００ｍｇ"
"リウマトレックスカプセル２ｍｇ","りうまとれっくすかぷせる２ｍｇ"
"リオナ錠２５０ｍｇ","りおな錠２５０ｍｇ"
"リオベル配合錠ＨＤ","りおべる配合錠ｈｄ"
"リオベル配合錠ＬＤ","りおべる配合錠ｌｄ"
"リオレサール錠１０ｍｇ","りおれさーる錠１０ｍｇ"
"リオレサール錠５ｍｇ","りおれさーる錠５ｍｇ"
"リカムビス水懸筋注６００ｍｇ","りかむびす水懸筋注６００ｍｇ"
"リカムビス水懸筋注９００ｍｇ","りかむびす水懸筋注９００ｍｇ"
"リカルボン錠１ｍｇ","りかるぼん錠１ｍｇ"
"リカルボン錠５０ｍｇ","りかるぼん錠５０ｍｇ"
"リキスミア皮下注３００μｇ","りきすみあ皮下注３００μｇ"
"リクシアナ錠１５ｍｇ","りくしあな錠１５ｍｇ"
"リクシアナ錠３０ｍｇ","りくしあな錠３０ｍｇ"
"リクシアナ錠６０ｍｇ","りくしあな錠６０ｍｇ"
"リクシアナＯＤ錠１５ｍｇ","りくしあなｏｄ錠１５ｍｇ"
"リクシアナＯＤ錠３０ｍｇ","りくしあなｏｄ錠３０ｍｇ"
"リクシアナＯＤ錠６０ｍｇ","りくしあなｏｄ錠６０ｍｇ"
"リクラスト点滴静注液５ｍｇ","りくらすと点滴静注液５ｍｇ"
"リグロス歯科用液キット１２００μｇ","りぐろす歯科用液きっと１２００μｇ"
"リグロス歯科用液キット６００μｇ","りぐろす歯科用液きっと６００μｇ"
"リコモジュリン点滴静注用１２８００","りこもじゅりん点滴静注用１２８００"
"リサイオ点滴静注液１００ｍｇ","りさいお点滴静注液１００ｍｇ"
"リザトリプタンＯＤ錠１０ｍｇ","りざとりぷたんｏｄ錠１０ｍｇ"
"リザベンカプセル１００ｍｇ","りざべんかぷせる１００ｍｇ"
"リザベンドライシロップ５％","りざべんどらいしろっぷ５％"
"リザベン点眼液０．５％","りざべん点眼液０．５％"
"リザベン細粒１０％","りざべん細粒１０％"
"リシノプリル錠１０ｍｇ","りしのぷりる錠１０ｍｇ"
"リシノプリル錠２０ｍｇ","りしのぷりる錠２０ｍｇ"
"リシノプリル錠５ｍｇ","りしのぷりる錠５ｍｇ"
"リスティーゴ皮下注２８０ｍｇ","りすてぃーご皮下注２８０ｍｇ"
"リスパダール　コンスタ筋注用２５ｍｇ","りすぱだーる　こんすた筋注用２５ｍｇ"
"リスパダール　コンスタ筋注用３７．５ｍｇ","りすぱだーる　こんすた筋注用３７．５ｍｇ"
"リスパダール　コンスタ筋注用５０ｍｇ","りすぱだーる　こんすた筋注用５０ｍｇ"
"リスパダール内用液１ｍｇ／ｍＬ","りすぱだーる内用液１ｍｇ／ｍｌ"
"リスパダール細粒１％","りすぱだーる細粒１％"
"リスパダール錠１ｍｇ","りすぱだーる錠１ｍｇ"
"リスパダール錠２ｍｇ","りすぱだーる錠２ｍｇ"
"リスパダール錠３ｍｇ","りすぱだーる錠３ｍｇ"
"リスパダールＯＤ錠０．５ｍｇ","りすぱだーるｏｄ錠０．５ｍｇ"
"リスパダールＯＤ錠１ｍｇ","りすぱだーるｏｄ錠１ｍｇ"
"リスパダールＯＤ錠２ｍｇ","りすぱだーるｏｄ錠２ｍｇ"
"リスペリドン内用液分包０．５ｍｇ","りすぺりどん内用液分包０．５ｍｇ"
"リスペリドン内用液分包１ｍｇ","りすぺりどん内用液分包１ｍｇ"
"リスペリドン内用液分包２ｍｇ","りすぺりどん内用液分包２ｍｇ"
"リスペリドン内用液分包３ｍｇ","りすぺりどん内用液分包３ｍｇ"
"リスペリドン内用液１ｍｇ／ｍＬ","りすぺりどん内用液１ｍｇ／ｍｌ"
"リスペリドン細粒１％","りすぺりどん細粒１％"
"リスペリドン錠０．５ｍｇ","りすぺりどん錠０．５ｍｇ"
"リスペリドン錠１","りすぺりどん錠１"
"リスペリドン錠１ｍｇ","りすぺりどん錠１ｍｇ"
"リスペリドン錠２","りすぺりどん錠２"
"リスペリドン錠２ｍｇ","りすぺりどん錠２ｍｇ"
"リスペリドン錠３","りすぺりどん錠３"
"リスペリドン錠３ｍｇ","りすぺりどん錠３ｍｇ"
"リスペリドンＯＤ錠０．５ｍｇ","りすぺりどんｏｄ錠０．５ｍｇ"
"リスペリドンＯＤ錠１ｍｇ","りすぺりどんｏｄ錠１ｍｇ"
"リスペリドンＯＤ錠２ｍｇ","りすぺりどんｏｄ錠２ｍｇ"
"リスペリドンＯＤ錠３ｍｇ","りすぺりどんｏｄ錠３ｍｇ"
"リスミー錠１ｍｇ","りすみー錠１ｍｇ"
"リスミー錠２ｍｇ","りすみー錠２ｍｇ"
"リスモダンカプセル１００ｍｇ","りすもだんかぷせる１００ｍｇ"
"リスモダンカプセル５０ｍｇ","りすもだんかぷせる５０ｍｇ"
"リスモダンＰ静注５０ｍｇ","りすもだんｐ静注５０ｍｇ"
"リスモダンＲ錠１５０ｍｇ","りすもだんｒ錠１５０ｍｇ"
"リズミック錠１０ｍｇ","りずみっく錠１０ｍｇ"
"リズモンＴＧ点眼液０．２５％","りずもんｔｇ点眼液０．２５％"
"リズモンＴＧ点眼液０．５％","りずもんｔｇ点眼液０．５％"
"リセドロン酸ナトリウム錠１７．５ｍｇ","りせどろん酸なとりうむ錠１７．５ｍｇ"
"リセドロン酸ナトリウム錠２．５ｍｇ","りせどろん酸なとりうむ錠２．５ｍｇ"
"リセドロン酸Ｎａ錠１７．５ｍｇ","りせどろん酸ｎａ錠１７．５ｍｇ"
"リセドロン酸Ｎａ錠２．５ｍｇ","りせどろん酸ｎａ錠２．５ｍｇ"
"リセドロン酸Ｎａ錠７５ｍｇ","りせどろん酸ｎａ錠７５ｍｇ"
"リゾビスト注","りぞびすと注"
"リタリン錠１０ｍｇ","りたりん錠１０ｍｇ"
"リタロクス懸濁用配合顆粒","りたろくす懸濁用配合顆粒"
"リックル配合顆粒","りっくる配合顆粒"
"リットフーロカプセル５０ｍｇ","りっとふーろかぷせる５０ｍｇ"
"リツキサン点滴静注１００ｍｇ","りつきさん点滴静注１００ｍｇ"
"リツキサン点滴静注５００ｍｇ","りつきさん点滴静注５００ｍｇ"
"リツキシマブＢＳ点滴静注１００ｍｇ","りつきしまぶｂｓ点滴静注１００ｍｇ"
"リツキシマブＢＳ点滴静注５００ｍｇ","りつきしまぶｂｓ点滴静注５００ｍｇ"
"リティンパ耳科用２５０μｇセット","りてぃんぱ耳科用２５０μｇせっと"
"リトゴビ錠４ｍｇ","りとごび錠４ｍｇ"
"リトドリン塩酸塩点滴静注液５０ｍｇ","りとどりん塩酸塩点滴静注液５０ｍｇ"
"リトドリン塩酸塩錠５ｍｇ","りとどりん塩酸塩錠５ｍｇ"
"リドカインテープ１８ｍｇ","りどかいんてーぷ１８ｍｇ"
"リドカインポンプスプレー８％","りどかいんぽんぷすぷれー８％"
"リドカイン塩酸塩ゼリー２％","りどかいん塩酸塩ぜりー２％"
"リドカイン塩酸塩ビスカス２％","りどかいん塩酸塩びすかす２％"
"リドカイン塩酸塩注射液０．５％","りどかいん塩酸塩注射液０．５％"
"リドカイン塩酸塩注射液１％","りどかいん塩酸塩注射液１％"
"リドカイン塩酸塩注射液２％","りどかいん塩酸塩注射液２％"
"リドカイン塩酸塩注０．５％","りどかいん塩酸塩注０．５％"
"リドカイン塩酸塩注１％","りどかいん塩酸塩注１％"
"リドカイン塩酸塩注２％","りどかいん塩酸塩注２％"
"リドカイン注０．５％","りどかいん注０．５％"
"リドカイン注１％","りどかいん注１％"
"リドカイン注２％","りどかいん注２％"
"リドカイン点滴静注液１％","りどかいん点滴静注液１％"
"リドカイン静注液２％","りどかいん静注液２％"
"リドカイン静注用２％シリンジ","りどかいん静注用２％しりんじ"
"リドメックスコーワクリーム０．３％","りどめっくすこーわくりーむ０．３％"
"リドメックスコーワローション０．３％","りどめっくすこーわろーしょん０．３％"
"リドメックスコーワ軟膏０．３％","りどめっくすこーわ軟膏０．３％"
"リナセートＤ輸液","りなせーとｄ輸液"
"リナセートＦ輸液","りなせーとｆ輸液"
"リナパス消毒液０．２％","りなぱす消毒液０．２％"
"リネイルゲル１０％","りねいるげる１０％"
"リネゾリド注射液６００ｍｇ","りねぞりど注射液６００ｍｇ"
"リネゾリド点滴静注液６００ｍｇ","りねぞりど点滴静注液６００ｍｇ"
"リネゾリド点滴静注６００ｍｇ／３００ｍＬ","りねぞりど点滴静注６００ｍｇ／３００ｍｌ"
"リネゾリド錠６００ｍｇ","りねぞりど錠６００ｍｇ"
"リノロサール注射液２０ｍｇ（０．４％）","りのろさーる注射液２０ｍｇ（０．４％）"
"リノロサール注射液２ｍｇ（０．４％）","りのろさーる注射液２ｍｇ（０．４％）"
"リノロサール注射液４ｍｇ（０．４％）","りのろさーる注射液４ｍｇ（０．４％）"
"リノロサール眼科耳鼻科用液０．１％","りのろさーる眼科耳鼻科用液０．１％"
"リハビックス-Ｋ１号輸液","りはびっくす-ｋ１号輸液"
"リハビックス-Ｋ２号輸液","りはびっくす-ｋ２号輸液"
"リバオール散１０％","りばおーる散１０％"
"リバオール錠２０ｍｇ","りばおーる錠２０ｍｇ"
"リバスタッチパッチ１３．５ｍｇ","りばすたっちぱっち１３．５ｍｇ"
"リバスタッチパッチ１８ｍｇ","りばすたっちぱっち１８ｍｇ"
"リバスタッチパッチ４．５ｍｇ","りばすたっちぱっち４．５ｍｇ"
"リバスタッチパッチ９ｍｇ","りばすたっちぱっち９ｍｇ"
"リバスチグミンテープ１３．５ｍｇ","りばすちぐみんてーぷ１３．５ｍｇ"
"リバスチグミンテープ１８ｍｇ","りばすちぐみんてーぷ１８ｍｇ"
"リバスチグミンテープ４．５ｍｇ","りばすちぐみんてーぷ４．５ｍｇ"
"リバスチグミンテープ９ｍｇ","りばすちぐみんてーぷ９ｍｇ"
"リバゼブ配合錠ＨＤ","りばぜぶ配合錠ｈｄ"
"リバゼブ配合錠ＬＤ","りばぜぶ配合錠ｌｄ"
"リバロ錠１ｍｇ","りばろ錠１ｍｇ"
"リバロ錠２ｍｇ","りばろ錠２ｍｇ"
"リバロ錠４ｍｇ","りばろ錠４ｍｇ"
"リバロＯＤ錠１ｍｇ","りばろｏｄ錠１ｍｇ"
"リバロＯＤ錠２ｍｇ","りばろｏｄ錠２ｍｇ"
"リバロＯＤ錠４ｍｇ","りばろｏｄ錠４ｍｇ"
"リパクレオンカプセル１５０ｍｇ","りぱくれおんかぷせる１５０ｍｇ"
"リパクレオン顆粒３００ｍｇ分包","りぱくれおん顆粒３００ｍｇ分包"
"リピオドール４８０注１０ｍＬ","りぴおどーる４８０注１０ｍｌ"
"リピディル錠５３．３ｍｇ","りぴでぃる錠５３．３ｍｇ"
"リピディル錠８０ｍｇ","りぴでぃる錠８０ｍｇ"
"リピトール錠１０ｍｇ","りぴとーる錠１０ｍｇ"
"リピトール錠５ｍｇ","りぴとーる錠５ｍｇ"
"リファジンカプセル１５０ｍｇ","りふぁじんかぷせる１５０ｍｇ"
"リファンピシンカプセル１５０ｍｇ","りふぁんぴしんかぷせる１５０ｍｇ"
"リフキシマ錠２００ｍｇ","りふきしま錠２００ｍｇ"
"リフヌア錠４５ｍｇ","りふぬあ錠４５ｍｇ"
"リフレックス錠１５ｍｇ","りふれっくす錠１５ｍｇ"
"リフレックス錠３０ｍｇ","りふれっくす錠３０ｍｇ"
"リブタヨ点滴静注３５０ｍｇ","りぶたよ点滴静注３５０ｍｇ"
"リプラス１号輸液","りぷらす１号輸液"
"リプラス３号輸液","りぷらす３号輸液"
"リプルキット注１０μｇ","りぷるきっと注１０μｇ"
"リプル注１０μｇ","りぷる注１０μｇ"
"リプル注５μｇ","りぷる注５μｇ"
"リプレガル点滴静注用３．５ｍｇ","りぷれがる点滴静注用３．５ｍｇ"
"リベルサス錠１４ｍｇ","りべるさす錠１４ｍｇ"
"リベルサス錠３ｍｇ","りべるさす錠３ｍｇ"
"リベルサス錠７ｍｇ","りべるさす錠７ｍｇ"
"リボスチン点眼液０．０２５％","りぼすちん点眼液０．０２５％"
"リボスチン点鼻液０．０２５ｍｇ１１２噴霧用","りぼすちん点鼻液０．０２５ｍｇ１１２噴霧用"
"リボトリール細粒０．１％","りぼとりーる細粒０．１％"
"リボトリール細粒０．５％","りぼとりーる細粒０．５％"
"リボトリール錠０．５ｍｇ","りぼとりーる錠０．５ｍｇ"
"リボトリール錠１ｍｇ","りぼとりーる錠１ｍｇ"
"リボトリール錠２ｍｇ","りぼとりーる錠２ｍｇ"
"リボフラビン注射液１０ｍｇ","りぼふらびん注射液１０ｍｇ"
"リボフラビン酪酸エステル細粒１０％","りぼふらびん酪酸えすてる細粒１０％"
"リボフラビン酪酸エステル錠２０ｍｇ","りぼふらびん酪酸えすてる錠２０ｍｇ"
"リポバス錠１０","りぽばす錠１０"
"リポバス錠２０","りぽばす錠２０"
"リポバス錠５","りぽばす錠５"
"リマチル錠１００ｍｇ","りまちる錠１００ｍｇ"
"リマチル錠５０ｍｇ","りまちる錠５０ｍｇ"
"リマプロストアルファデクス錠５μｇ","りまぷろすとあるふぁでくす錠５μｇ"
"リムパーザ錠１００ｍｇ","りむぱーざ錠１００ｍｇ"
"リムパーザ錠１５０ｍｇ","りむぱーざ錠１５０ｍｇ"
"リメタゾン静注２．５ｍｇ","りめたぞん静注２．５ｍｇ"
"リュウアト１％眼軟膏","りゅうあと１％眼軟膏"
"リュウコツダイコーＭ","りゅうこつだいこーｍ"
"リュウタンダイコーＭ","りゅうたんだいこーｍ"
"リュープリン注射用キット１．８８ｍｇ","りゅーぷりん注射用きっと１．８８ｍｇ"
"リュープリン注射用キット３．７５ｍｇ","りゅーぷりん注射用きっと３．７５ｍｇ"
"リュープリン注射用１．８８ｍｇ","りゅーぷりん注射用１．８８ｍｇ"
"リュープリン注射用３．７５ｍｇ","りゅーぷりん注射用３．７５ｍｇ"
"リュープリンＰＲＯ注射用キット２２．５ｍｇ","りゅーぷりんｐｒｏ注射用きっと２２．５ｍｇ"
"リュープリンＳＲ注射用キット１１．２５ｍｇ","りゅーぷりんｓｒ注射用きっと１１．２５ｍｇ"
"リュープロレリン酢酸塩注射用キット１．８８ｍｇ","りゅーぷろれりん酢酸塩注射用きっと１．８８ｍｇ"
"リュープロレリン酢酸塩注射用キット３．７５ｍｇ","りゅーぷろれりん酢酸塩注射用きっと３．７５ｍｇ"
"リリカカプセル１５０ｍｇ","りりかかぷせる１５０ｍｇ"
"リリカカプセル２５ｍｇ","りりかかぷせる２５ｍｇ"
"リリカカプセル７５ｍｇ","りりかかぷせる７５ｍｇ"
"リリカＯＤ錠１５０ｍｇ","りりかｏｄ錠１５０ｍｇ"
"リリカＯＤ錠２５ｍｇ","りりかｏｄ錠２５ｍｇ"
"リリカＯＤ錠７５ｍｇ","りりかｏｄ錠７５ｍｇ"
"リルゾール錠５０ｍｇ","りるぞーる錠５０ｍｇ"
